feature,metadata,value,coef,stderr,N,N.not.0,pval,qval,Group,id,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,level
db66ab43add889efc6f36d999d74bd9f,TimePoint,Week18,3.55016744444947,0.413704097645953,280,171,1.51901184647293e-15,1.57470894751027e-13,compare_all,db66ab43add889efc6f36d999d74bd9f,k_d__Bacteria,p_Firmicutes,c_Bacilli,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Faecalibaculum,s_uncultured_bacterium,asv_581,ASV
f2d453403c34d1cd8c79163f1711eafd,TimePoint,Week6,-1.47396099912343,0.170386938040115,280,46,1.69234611048426e-15,1.66206202219138e-13,compare_all,f2d453403c34d1cd8c79163f1711eafd,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_90,ASV
20cf13f228f8d16b499e9493dd2ee208,TimePoint,Week18,-2.63451651051452,0.306645949278683,280,228,1.84108546238637e-15,1.71773273640648e-13,compare_all,20cf13f228f8d16b499e9493dd2ee208,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_884,ASV
f2d453403c34d1cd8c79163f1711eafd,TimePoint,Week9-14,-1.48887142117841,0.173088830886647,280,46,2.1450679018487e-15,1.90604604992842e-13,compare_all,f2d453403c34d1cd8c79163f1711eafd,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_90,ASV
5a1b49ed2eeb1f595a07330646fa90d6,TimePoint,Week6,-2.4290372923641,0.283402939966183,280,270,2.44370129845461e-15,2.0727030104165e-13,compare_all,5a1b49ed2eeb1f595a07330646fa90d6,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotellaceae_UCG-001,s_uncultured_Bacteroidales,asv_1045,ASV
6f5de71b512e0f950f8fe6b1d3311982,TimePoint,Week6,-1.70673546347915,0.198318612779952,280,69,2.75733644228941e-15,2.23703904404871e-13,compare_all,6f5de71b512e0f950f8fe6b1d3311982,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2364,ASV
f27c18211f38a2b8824f2a0ffa75d352,TimePoint,Week6,2.75284810918374,0.32934732157938,280,186,8.9451233237583e-15,6.95483338422208e-13,compare_all,f27c18211f38a2b8824f2a0ffa75d352,k_d__Bacteria,p_Actinobacteriota,c_Actinobacteria,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,s_,asv_29,ASV
a48efa77549a0058f29816ef3038a36e,TimePoint,Week9-14,-1.52043435780443,0.187365357378383,280,89,4.3318852845173e-14,3.23331917636371e-12,compare_all,a48efa77549a0058f29816ef3038a36e,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_89,ASV
6f5de71b512e0f950f8fe6b1d3311982,TimePoint,Week18,-1.88287391514692,0.232867877759965,280,69,4.67122833043331e-14,3.35250464022637e-12,compare_all,6f5de71b512e0f950f8fe6b1d3311982,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2364,ASV
46a9bce4deb54b24813583e0f9fb9cca,TimePoint,Week9-14,-1.91573569190135,0.239506205311769,280,106,1.10034392163436e-13,7.60459910285081e-12,compare_all,46a9bce4deb54b24813583e0f9fb9cca,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Oscillospirales,f_[Eubacterium]_coprostanoligenes_group,g_[Eubacterium]_coprostanoligenes_group,s_,asv_1439,ASV
c17fc141d99b421461df8379095734d1,TimePoint,Week9-14,-2.39094760375482,0.299858706209071,280,89,1.37398533363499e-13,9.15663083058174e-12,compare_all,c17fc141d99b421461df8379095734d1,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnospiraceae_NK4A136_group,s_,asv_2029,ASV
c17fc141d99b421461df8379095734d1,TimePoint,Week18,-2.70157142125304,0.345696420544659,280,89,2.52618475461017e-13,1.62546922486296e-11,compare_all,c17fc141d99b421461df8379095734d1,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnospiraceae_NK4A136_group,s_,asv_2029,ASV
7c60bd2ffe3eed870549edc57875acf8,TimePoint,Week6,2.19286843854771,0.282849494160002,280,189,3.97431150817325e-13,2.47202175808376e-11,compare_all,7c60bd2ffe3eed870549edc57875acf8,k_d__Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Burkholderiales,f_Sutterellaceae,g_Parasutterella,s_uncultured_organism,asv_142,ASV
ab4f6ce559f19ba6367b9585e0c52d1d,TimePoint,Week6,2.16200555468379,0.279395187022551,280,252,5.3112334090059e-13,3.19701985200162e-11,compare_all,ab4f6ce559f19ba6367b9585e0c52d1d,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_,asv_2348,ASV
20cf13f228f8d16b499e9493dd2ee208,TimePoint,Week6,-2.00294944243537,0.260130220102954,280,228,6.46740050623684e-13,3.77130292019936e-11,compare_all,20cf13f228f8d16b499e9493dd2ee208,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_884,ASV
f2d453403c34d1cd8c79163f1711eafd,TimePoint,Week18,-1.49339528089118,0.198856965047418,280,46,1.37962469194593e-12,7.80115053082154e-11,compare_all,f2d453403c34d1cd8c79163f1711eafd,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_90,ASV
24d5e2004c0981906654773dba703657,TimePoint,Week6,1.15740901353323,0.152970750907958,280,277,1.46776895525742e-12,8.05546138385395e-11,compare_all,24d5e2004c0981906654773dba703657,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2392,ASV
c06b712348f8542720421722120be38e,TimePoint,Week9-14,-1.99356294992827,0.268101083295528,280,205,3.13884612345337e-12,1.67345339038971e-10,compare_all,c06b712348f8542720421722120be38e,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_883,ASV
c17fc141d99b421461df8379095734d1,TimePoint,Week6,-2.19791401456126,0.295026659297725,280,89,3.29755206842401e-12,1.70923115546645e-10,compare_all,c17fc141d99b421461df8379095734d1,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnospiraceae_NK4A136_group,s_,asv_2029,ASV
d8f099d313df42c4bd55367dfcba5b1e,TimePoint,Week9-14,2.51609572765448,0.344079935927268,280,108,5.07840296697163e-12,2.51972637692726e-10,compare_all,d8f099d313df42c4bd55367dfcba5b1e,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium_sensu_stricto_1,s_,asv_268,ASV
f3b97a44d007c4a516573a5f19987ac2,TimePoint,Week9-14,-2.29001239283151,0.312219182269077,280,258,5.13127558002335e-12,2.51972637692726e-10,compare_all,f3b97a44d007c4a516573a5f19987ac2,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_887,ASV
d8f099d313df42c4bd55367dfcba5b1e,TimePoint,Week18,2.82199455274995,0.397113369136974,280,108,1.47430960844922e-11,7.05400443427242e-10,compare_all,d8f099d313df42c4bd55367dfcba5b1e,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium_sensu_stricto_1,s_,asv_268,ASV
c06b712348f8542720421722120be38e,TimePoint,Week18,-2.16713617281571,0.311454217581622,280,205,4.42836862371995e-11,2.06583396296536e-09,compare_all,c06b712348f8542720421722120be38e,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_883,ASV
a48efa77549a0058f29816ef3038a36e,TimePoint,Week18,-1.49716592704946,0.216271382525791,280,89,4.6549086432772e-11,2.11855110447689e-09,compare_all,a48efa77549a0058f29816ef3038a36e,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_89,ASV
7bc78540b7e0bab3ed4670b4dc7ae979,TimePoint,Week6,2.10626839626084,0.304528842653,280,265,5.95646607720243e-11,2.64637278572851e-09,compare_all,7bc78540b7e0bab3ed4670b4dc7ae979,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2353,ASV
46a9bce4deb54b24813583e0f9fb9cca,TimePoint,Week18,-1.8958086251064,0.275430475613446,280,106,6.16699908583751e-11,2.6761907660867e-09,compare_all,46a9bce4deb54b24813583e0f9fb9cca,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Oscillospirales,f_[Eubacterium]_coprostanoligenes_group,g_[Eubacterium]_coprostanoligenes_group,s_,asv_1439,ASV
7d64677a29ebe5c57f9e95558cea9241,TimePoint,Week9-14,-1.91406034557158,0.277868754947002,280,136,6.74852540567802e-11,2.86198827431709e-09,compare_all,7d64677a29ebe5c57f9e95558cea9241,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia,s_Lachnospiraceae_bacterium,asv_2485,ASV
6c6dc0a7cd6856d4d841ce4192a2a325,TimePoint,Week9-14,1.5284820001634,0.223069094228007,280,117,7.55515456116971e-11,3.13287075803171e-09,compare_all,6c6dc0a7cd6856d4d841ce4192a2a325,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Peptostreptococcaceae,g_Romboutsia,s_,asv_360,ASV
33022141594a26f64007d7ec7d3e49f2,TimePoint,Week9-14,1.12240344011253,0.16429011392628,280,75,9.03551003412067e-11,3.66527428775417e-09,compare_all,33022141594a26f64007d7ec7d3e49f2,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Peptostreptococcaceae,g_Romboutsia,s_,asv_361,ASV
ec2419c176862417d3bb24baba3bc8d2,TimePoint,Week6,-1.71714603056109,0.256309588917721,280,271,2.12791798450873e-10,8.3331587640494e-09,compare_all,ec2419c176862417d3bb24baba3bc8d2,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_890,ASV
fd936820747ff2e2879e43047965d7d5,TimePoint,Week18,-3.15984122669434,0.473596779143503,280,187,2.14357781711882e-10,8.3331587640494e-09,compare_all,fd936820747ff2e2879e43047965d7d5,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2265,ASV
3f408486b8a7486bb4466732ec7740cb,TimePoint,Week9-14,-1.42403102033937,0.215924261297528,280,73,2.19385946373622e-10,8.35457501904447e-09,compare_all,3f408486b8a7486bb4466732ec7740cb,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_,asv_2037,ASV
ab4f6ce559f19ba6367b9585e0c52d1d,TimePoint,Week9-14,1.87662061208598,0.283972657463998,280,252,3.51707192933712e-10,1.31257124402861e-08,compare_all,ab4f6ce559f19ba6367b9585e0c52d1d,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_,asv_2348,ASV
c06b712348f8542720421722120be38e,TimePoint,Week6,-1.71948482533221,0.263465742685631,280,205,5.69808667294889e-10,2.0848293591613e-08,compare_all,c06b712348f8542720421722120be38e,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_883,ASV
97651a1af7deca166a9b9c76a89ab6aa,TimePoint,Week6,3.07646247058785,0.472701850192976,280,187,5.96729150671979e-10,2.14133960606522e-08,compare_all,97651a1af7deca166a9b9c76a89ab6aa,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2287,ASV
456995cfe33fb271939359fb93d62adc,TimePoint,Week6,-1.50241642757737,0.231319900379499,280,278,6.31485571841044e-10,2.22330580576488e-08,compare_all,456995cfe33fb271939359fb93d62adc,k_d__Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_,asv_1644,ASV
a48efa77549a0058f29816ef3038a36e,TimePoint,Week6,-1.17252757948919,0.184312106159973,280,89,1.292905005542e-09,4.46770507470625e-08,compare_all,a48efa77549a0058f29816ef3038a36e,k_d__Bacteria,p_Cyanobacteria,c_Vampirivibrionia,o_Gastranaerophilales,f_Gastranaerophilales,g_Gastranaerophilales,s_,asv_89,ASV
afaed5b814af8fdf712ee3a2f6e146ea,TimePoint,Week6,-1.67043419157739,0.269362238444086,280,143,3.14062063842297e-09,1.06552692932678e-07,compare_all,afaed5b814af8fdf712ee3a2f6e146ea,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Candidatus_Arthromitus,s_uncultured_bacterium,asv_298,ASV
e7992c99e4dc5a41a9d2095b60916fb7,TimePoint,Week18,2.49368348681609,0.405404990685134,280,51,3.70204909830482e-09,1.23357564597086e-07,compare_all,e7992c99e4dc5a41a9d2095b60916fb7,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_,asv_2332,ASV
7d64677a29ebe5c57f9e95558cea9241,TimePoint,Week18,-1.94151971227851,0.320917708405122,280,136,6.09199117285962e-09,1.99432553132562e-07,compare_all,7d64677a29ebe5c57f9e95558cea9241,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia,s_Lachnospiraceae_bacterium,asv_2485,ASV
2529fbc6cce08cc4a4b42131cc59b32e,TimePoint,Week9-14,1.56168098074835,0.260446273114151,280,67,8.20930694119308e-09,2.62795140854703e-07,compare_all,2529fbc6cce08cc4a4b42131cc59b32e,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium_sensu_stricto_1,s_,asv_269,ASV
f3b97a44d007c4a516573a5f19987ac2,TimePoint,Week6,-1.84433893627703,0.306679273361588,280,258,8.30917112027196e-09,2.62795140854703e-07,compare_all,f3b97a44d007c4a516573a5f19987ac2,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_,asv_887,ASV
3f408486b8a7486bb4466732ec7740cb,TimePoint,Week6,-1.26300583092439,0.212587635872487,280,73,8.60116753957253e-09,2.67496310480706e-07,compare_all,3f408486b8a7486bb4466732ec7740cb,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_,asv_2037,ASV
6c6dc0a7cd6856d4d841ce4192a2a325,TimePoint,Week18,1.52786725342168,0.258058235691255,280,117,1.1684955088473e-08,3.57444691722796e-07,compare_all,6c6dc0a7cd6856d4d841ce4192a2a325,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Peptostreptococcales-Tissierellales,f_Peptostreptococcaceae,g_Romboutsia,s_,asv_360,ASV
85aa4ca2e40f82a0b1fe420916286c0f,TimePoint,Week18,1.64297360404474,0.277586957591552,280,63,1.19308288022989e-08,3.59079460404674e-07,compare_all,85aa4ca2e40f82a0b1fe420916286c0f,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnospiraceae_NK4A136_group,s_,asv_2134,ASV
ae2e595caf93240ae3458f2fbdf1f546,TimePoint,Week9-14,-0.866035520747284,0.147502492773174,280,48,1.25185695375043e-08,3.70788107253698e-07,compare_all,ae2e595caf93240ae3458f2fbdf1f546,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_,asv_2041,ASV
96bb35ad57d9c30cfb576f6f7440308a,TimePoint,Week9-14,-1.13487855287728,0.19226804708004,280,99,1.56248736842261e-08,4.55562723355718e-07,compare_all,96bb35ad57d9c30cfb576f6f7440308a,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_uncultured,s_Clostridium_sp.,asv_1119,ASV
1da924f9f1a5eb197f18c98773c2f0c9,TimePoint,Week9-14,-1.27443694151832,0.216859334854616,280,78,1.7602665616686e-08,5.05331908319016e-07,compare_all,1da924f9f1a5eb197f18c98773c2f0c9,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_uncultured,s_,asv_1546,ASV
db35c906865fb1665ab2ed219d1e567e,TimePoint,Week9-14,1.66043812569294,0.283780954574856,280,277,1.86925048357524e-08,5.28488091265364e-07,compare_all,db35c906865fb1665ab2ed219d1e567e,k_d__Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_,asv_698,ASV
7bc78540b7e0bab3ed4670b4dc7ae979,TimePoint,Week9-14,1.80513867044775,0.309551462789995,280,265,2.11438114436303e-08,5.88870927668868e-07,compare_all,7bc78540b7e0bab3ed4670b4dc7ae979,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2353,ASV
cf35aa81e84e952c007665f6ee6b4347,TimePoint,Week18,1.12215217554194,0.193384546983911,280,84,2.19027620678664e-08,6.01037559097629e-07,compare_all,cf35aa81e84e952c007665f6ee6b4347,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Colidextribacter,s_,asv_1168,ASV
7c60bd2ffe3eed870549edc57875acf8,TimePoint,Week9-14,1.67317504165292,0.28788398274893,280,189,2.28512929066648e-08,6.1390116292926e-07,compare_all,7c60bd2ffe3eed870549edc57875acf8,k_d__Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Burkholderiales,f_Sutterellaceae,g_Parasutterella,s_uncultured_organism,asv_142,ASV
7bc78540b7e0bab3ed4670b4dc7ae979,TimePoint,Week18,2.07005804719021,0.357139087304566,280,265,2.30295184378608e-08,6.1390116292926e-07,compare_all,7bc78540b7e0bab3ed4670b4dc7ae979,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2353,ASV
ab4f6ce559f19ba6367b9585e0c52d1d,TimePoint,Week18,1.88960971319298,0.327393052581777,280,252,2.68049693720167e-08,7.04479899270186e-07,compare_all,ab4f6ce559f19ba6367b9585e0c52d1d,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_,asv_2348,ASV
bf15e0ea5cf38ba7474a66ffd3cdec29,TimePoint,Week18,1.30774801863176,0.230501933155329,280,80,4.57101317658521e-08,1.184654248265e-06,compare_all,bf15e0ea5cf38ba7474a66ffd3cdec29,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculaceae,s_uncultured_bacterium,asv_2273,ASV
db35c906865fb1665ab2ed219d1e567e,TimePoint,Week18,1.86588832170989,0.33056065095975,280,277,5.19292381356118e-08,1.30945889677097e-06,compare_all,db35c906865fb1665ab2ed219d1e567e,k_d__Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_,asv_698,ASV
2804d447c947bd6e16129c1779962c37,TimePoint,Week9-14,-1.06414261803832,0.187720549667337,280,55,5.12686604291231e-08,1.30945889677097e-06,compare_all,2804d447c947bd6e16129c1779962c37,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Lachnospiraceae_NK4A136_group,s_,asv_2028,ASV
a009250174a6396c22cbd6d4883ace66,TimePoint,Week9-14,1.89674505847033,0.338808981936083,280,70,6.48043260044996e-08,1.61233163099195e-06,compare_all,a009250174a6396c22cbd6d4883ace66,k_d__Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_Alistipes,s_uncultured_bacterium,asv_846,ASV
46a9bce4deb54b24813583e0f9fb9cca,TimePoint,Week6,-1.32297564719157,0.235733874653836,280,106,6.93880429518387e-08,1.70365905458067e-06,compare_all,46a9bce4deb54b24813583e0f9fb9cca,k_d__Bacteria,p_Firmicutes,c_Clostridia,o_Oscillospirales,f_[Eubacterium]_coprostanoligenes_group,g_[Eubacterium]_coprostanoligenes_group,s_,asv_1439,ASV
